accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed	regular	purityx
79	0.6039	0.7709	0.7001	3.5764	0.2003	0.7397	38.0000	0.2067	5.6048	417.0000	0.2968	1407.0000	0.9375	420.0000	448.0000	0.8849	0.8526
80	0.6335	0.7729	0.7028	3.8958	0.1770	0.7447	38.5000	0.1911	5.7573	401.0000	0.2846	1411.0000	0.9196	412.0000	448.0000	0.8894	0.8470
81	0.6516	0.7724	0.6974	3.6628	0.1896	0.7572	38.1000	0.1748	5.5435	397.0000	0.2719	1462.0000	0.9487	425.0000	448.0000	0.9049	0.8429
82	0.6463	0.7734	0.7008	3.9455	0.1774	0.7357	38.0000	0.1888	5.8058	432.0000	0.3023	1431.0000	0.9196	412.0000	448.0000	0.8882	0.8461
83	0.6237	0.7734	0.7041	3.5455	0.1939	0.7517	37.9000	0.1848	5.7225	393.0000	0.2809	1401.0000	0.9330	418.0000	448.0000	0.8965	0.8489
84	0.6360	0.7719	0.7043	3.5018	0.1930	0.7505	38.1000	0.1966	5.7816	395.0000	0.2881	1373.0000	0.9196	412.0000	448.0000	0.8857	0.8578
85	0.6440	0.7724	0.7004	3.6629	0.1906	0.7454	38.3000	0.1853	5.6901	403.0000	0.2852	1415.0000	0.9219	413.0000	448.0000	0.8883	0.8497
86	0.6335	0.7724	0.7014	3.8928	0.1946	0.7483	38.1000	0.2175	5.7046	402.0000	0.2859	1408.0000	0.9219	413.0000	448.0000	0.8842	0.8530
87	0.6184	0.7724	0.7008	3.6688	0.1759	0.7436	37.4000	0.1979	5.7074	390.0000	0.2800	1395.0000	0.9308	417.0000	448.0000	0.8968	0.8464
88	0.6576	0.7724	0.7031	3.4610	0.1922	0.7449	38.1000	0.1942	5.8122	403.0000	0.2963	1362.0000	0.8795	394.0000	448.0000	0.8737	0.8591
89	0.6420	0.7729	0.6963	3.7453	0.2005	0.7600	38.2000	0.1740	5.3678	388.0000	0.2779	1398.0000	0.9286	416.0000	448.0000	0.8898	0.8472
90	0.6488	0.7714	0.6978	3.8499	0.1786	0.7443	37.9000	0.1851	5.5738	404.0000	0.2804	1443.0000	0.9375	420.0000	448.0000	0.8919	0.8398
91	0.6275	0.7709	0.6987	3.6048	0.1776	0.7405	37.7000	0.1809	5.7906	390.0000	0.2834	1378.0000	0.9062	406.0000	448.0000	0.9020	0.8538
92	0.6272	0.7724	0.7018	3.4469	0.1873	0.7514	38.3000	0.1892	5.5516	391.0000	0.2852	1374.0000	0.9308	417.0000	448.0000	0.8894	0.8581
93	0.6356	0.7724	0.7012	3.7707	0.1773	0.7484	38.0000	0.1883	5.5609	408.0000	0.2892	1413.0000	0.9353	419.0000	448.0000	0.8938	0.8495
94	0.6364	0.7724	0.7007	3.6168	0.1881	0.7480	37.7000	0.1931	5.7235	406.0000	0.2904	1400.0000	0.9040	405.0000	448.0000	0.8957	0.8568
95	0.6264	0.7709	0.6990	3.4363	0.1992	0.7580	37.4000	0.1956	5.6208	384.0000	0.2685	1432.0000	0.9241	414.0000	448.0000	0.9127	0.8493
96	0.6297	0.7734	0.7034	3.5269	0.1956	0.7542	37.8000	0.1935	5.5995	397.0000	0.2767	1437.0000	0.9308	417.0000	448.0000	0.8859	0.8464
97	0.6416	0.7714	0.7006	3.7289	0.1889	0.7460	37.6000	0.1937	5.6915	391.0000	0.2869	1365.0000	0.8973	402.0000	448.0000	0.8923	0.8554
98	0.6273	0.7739	0.7060	3.6511	0.1844	0.7390	37.9000	0.1828	5.7567	405.0000	0.2862	1417.0000	0.9174	411.0000	448.0000	0.8984	0.8441
99	0.6311	0.7729	0.7037	3.4524	0.1798	0.7323	38.2000	0.1914	5.6852	407.0000	0.2975	1370.0000	0.9219	413.0000	448.0000	0.8818	0.8480
100	0.6384	0.7734	0.7046	3.8494	0.1920	0.7391	38.0000	0.1992	5.6912	409.0000	0.2842	1441.0000	0.9397	421.0000	448.0000	0.8938	0.8379
