accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed
721	0.5079	0.5706	0.3507	0.7906	0.0774	0.7580	35.3750	0.1642	3.3017	172.0000	0.2324	744.0000	0.4715	464.0000	984.0000
722	0.5137	0.5739	0.3508	0.8048	0.0780	0.7585	36.0000	0.1614	3.2088	170.0000	0.2228	765.0000	0.4868	479.0000	984.0000
723	0.5419	0.5778	0.3651	0.7958	0.0874	0.7607	35.7500	0.1604	3.1781	175.0000	0.2196	800.0000	0.5020	494.0000	984.0000
724	0.5098	0.5871	0.3706	0.7893	0.0770	0.7568	35.6250	0.1611	3.2575	175.0000	0.2232	788.0000	0.5051	497.0000	984.0000
725	0.5145	0.5772	0.3693	0.7938	0.0829	0.7676	35.8750	0.1538	3.2818	170.0000	0.2216	769.0000	0.4797	472.0000	984.0000
726	0.5354	0.5794	0.3625	0.8056	0.0810	0.7678	35.3750	0.1501	3.4338	164.0000	0.2213	745.0000	0.4685	461.0000	984.0000
727	0.4999	0.5761	0.3688	0.7903	0.0775	0.7578	35.1250	0.1640	3.4086	181.0000	0.2366	769.0000	0.4726	465.0000	984.0000
728	0.5412	0.5767	0.3516	0.7929	0.0821	0.7424	35.7500	0.1568	3.2842	174.0000	0.2358	741.0000	0.4685	461.0000	984.0000
729	0.5140	0.5827	0.3610	0.7854	0.0739	0.7459	36.0000	0.1674	3.4128	185.0000	0.2431	765.0000	0.4776	470.0000	984.0000
730	0.4830	0.5728	0.3589	0.7943	0.0707	0.7507	35.5000	0.1590	3.4072	167.0000	0.2278	738.0000	0.4543	447.0000	984.0000
731	0.5372	0.5838	0.3649	0.8122	0.0788	0.7807	35.7500	0.1452	3.2218	163.0000	0.2122	770.0000	0.4949	487.0000	984.0000
732	0.5218	0.5778	0.3683	0.8082	0.0769	0.7768	35.5000	0.1425	3.2805	168.0000	0.2185	771.0000	0.4746	467.0000	984.0000
733	0.5320	0.5778	0.3600	0.8050	0.0803	0.7692	35.7500	0.1550	3.3805	167.0000	0.2248	747.0000	0.4807	473.0000	984.0000
734	0.5311	0.5893	0.3676	0.8042	0.0805	0.7751	36.0000	0.1309	3.2600	169.0000	0.2186	777.0000	0.4848	477.0000	984.0000
735	0.5509	0.5800	0.3639	0.7938	0.0783	0.7568	35.8750	0.1632	3.3624	171.0000	0.2339	735.0000	0.4654	458.0000	984.0000
736	0.5314	0.5712	0.3506	0.7949	0.0731	0.7553	35.7500	0.1652	3.4184	179.0000	0.2486	722.0000	0.4421	435.0000	984.0000
737	0.4989	0.5745	0.3551	0.7973	0.0694	0.7645	35.3750	0.1442	3.1704	179.0000	0.2355	763.0000	0.5010	493.0000	984.0000
738	0.4989	0.5855	0.3737	0.7917	0.0897	0.7612	35.6250	0.1616	3.5262	176.0000	0.2362	752.0000	0.4461	439.0000	984.0000
739	0.5256	0.5767	0.3606	0.7784	0.0787	0.7480	35.3750	0.1697	3.2171	178.0000	0.2361	758.0000	0.4868	479.0000	984.0000
740	0.5179	0.5800	0.3569	0.7924	0.0746	0.7627	35.5000	0.1567	3.4279	164.0000	0.2262	728.0000	0.4654	458.0000	984.0000
741	0.5158	0.5712	0.3591	0.8024	0.0779	0.7773	35.5000	0.1350	3.4273	172.0000	0.2315	745.0000	0.4472	440.0000	984.0000
742	0.5315	0.5871	0.3685	0.7942	0.0802	0.7605	35.1250	0.1618	3.3083	169.0000	0.2167	782.0000	0.4878	480.0000	984.0000
743	0.4789	0.5734	0.3503	0.7937	0.0720	0.7505	35.2500	0.1667	3.2479	177.0000	0.2302	773.0000	0.4756	468.0000	984.0000
744	0.5339	0.5778	0.3563	0.8025	0.0760	0.7535	35.8750	0.1694	3.3171	174.0000	0.2451	712.0000	0.4390	432.0000	984.0000
745	0.5534	0.5882	0.3754	0.7903	0.0805	0.7555	35.3750	0.1633	3.5249	170.0000	0.2326	734.0000	0.4685	461.0000	984.0000
746	0.5146	0.5860	0.3679	0.7854	0.0821	0.7412	35.3750	0.1706	3.3362	187.0000	0.2407	779.0000	0.4654	458.0000	984.0000
747	0.5153	0.5800	0.3541	0.8065	0.0760	0.7623	35.6250	0.1749	3.2589	167.0000	0.2230	753.0000	0.4868	479.0000	984.0000
748	0.5367	0.5750	0.3567	0.7970	0.0771	0.7488	35.1250	0.1532	3.4329	172.0000	0.2363	732.0000	0.4390	432.0000	984.0000
749	0.5545	0.5860	0.3616	0.7956	0.0745	0.7504	35.8750	0.1557	3.4387	171.0000	0.2346	734.0000	0.4726	465.0000	984.0000
750	0.5418	0.5844	0.3613	0.7919	0.0782	0.7534	35.3750	0.1675	3.3715	172.0000	0.2254	767.0000	0.4705	463.0000	984.0000
751	0.5621	0.5805	0.3684	0.7955	0.0837	0.7741	35.6250	0.1383	3.4062	167.0000	0.2272	741.0000	0.4604	453.0000	984.0000
752	0.5098	0.5778	0.3667	0.7959	0.0811	0.7485	35.7500	0.1881	3.4878	180.0000	0.2387	758.0000	0.4563	449.0000	984.0000
753	0.5341	0.5860	0.3705	0.7957	0.0758	0.7577	35.2500	0.1507	3.4956	175.0000	0.2424	726.0000	0.4593	452.0000	984.0000
754	0.5066	0.5673	0.3580	0.7972	0.0727	0.7533	35.2500	0.1780	3.1624	168.0000	0.2202	767.0000	0.4817	474.0000	984.0000
755	0.5308	0.5690	0.3498	0.8031	0.0765	0.7508	34.8750	0.1661	3.2936	175.0000	0.2427	725.0000	0.4776	470.0000	984.0000
756	0.5234	0.5816	0.3644	0.7852	0.0839	0.7553	36.0000	0.1837	3.3618	174.0000	0.2329	749.0000	0.4634	456.0000	984.0000
757	0.5057	0.5822	0.3660	0.7916	0.0821	0.7538	35.5000	0.1413	3.2667	180.0000	0.2287	791.0000	0.5030	495.0000	984.0000
758	0.5281	0.5750	0.3555	0.7828	0.0754	0.7271	35.5000	0.1796	3.3579	189.0000	0.2540	747.0000	0.4685	461.0000	984.0000
759	0.5119	0.5734	0.3645	0.8118	0.0790	0.7764	35.2500	0.1444	3.3370	162.0000	0.2219	733.0000	0.4583	451.0000	984.0000
760	0.5346	0.5789	0.3702	0.7784	0.0832	0.7624	35.1250	0.1603	3.2206	167.0000	0.2149	783.0000	0.4929	485.0000	984.0000
761	0.5376	0.5772	0.3634	0.7937	0.0807	0.7661	35.5000	0.1531	3.3192	172.0000	0.2312	748.0000	0.4553	448.0000	984.0000
762	0.5283	0.5739	0.3679	0.8008	0.0821	0.7355	35.3750	0.1459	3.3002	186.0000	0.2388	782.0000	0.4705	463.0000	984.0000
763	0.4989	0.5756	0.3542	0.8059	0.0737	0.7517	35.3750	0.1572	3.1894	168.0000	0.2190	772.0000	0.4990	491.0000	984.0000
764	0.5223	0.5805	0.3656	0.7861	0.0772	0.7564	35.5000	0.1613	3.2825	171.0000	0.2253	761.0000	0.5000	492.0000	984.0000
765	0.5254	0.5811	0.3485	0.8014	0.0760	0.7680	35.3750	0.1478	3.2755	166.0000	0.2309	722.0000	0.4685	461.0000	984.0000
766	0.5070	0.5679	0.3477	0.7903	0.0801	0.7457	36.0000	0.1698	3.3744	175.0000	0.2336	753.0000	0.4614	454.0000	984.0000
767	0.5217	0.5827	0.3479	0.7965	0.0852	0.7610	35.8750	0.1424	3.4090	172.0000	0.2290	754.0000	0.4522	445.0000	984.0000
768	0.5352	0.5613	0.3556	0.7946	0.0765	0.7596	35.0000	0.1669	3.3125	171.0000	0.2330	736.0000	0.4715	464.0000	984.0000
769	0.5458	0.5794	0.3573	0.8134	0.0837	0.7708	35.3750	0.1617	3.5251	169.0000	0.2321	731.0000	0.4258	419.0000	984.0000
770	0.5188	0.5739	0.3619	0.7777	0.0808	0.7360	35.0000	0.1568	3.2763	184.0000	0.2297	803.0000	0.4929	485.0000	984.0000
771	0.5130	0.5701	0.3610	0.7913	0.0755	0.7498	36.2500	0.1637	3.3426	176.0000	0.2292	774.0000	0.4746	467.0000	984.0000
772	0.4938	0.5745	0.3553	0.8031	0.0789	0.7644	35.1250	0.1562	3.2421	166.0000	0.2167	770.0000	0.4827	475.0000	984.0000
773	0.5382	0.5822	0.3674	0.7886	0.0812	0.7628	35.5000	0.1562	3.2571	167.0000	0.2101	801.0000	0.4980	490.0000	984.0000
774	0.5258	0.5811	0.3645	0.7829	0.0764	0.7478	35.7500	0.1400	3.3844	189.0000	0.2500	759.0000	0.4705	463.0000	984.0000
775	0.5107	0.5794	0.3641	0.8079	0.0836	0.7538	35.6250	0.1711	3.3634	178.0000	0.2339	767.0000	0.4614	454.0000	984.0000
776	0.5207	0.5838	0.3648	0.7798	0.0828	0.7567	35.3750	0.1539	3.2656	181.0000	0.2348	777.0000	0.4898	482.0000	984.0000
777	0.4711	0.5668	0.3420	0.7890	0.0726	0.7362	35.2500	0.1911	3.3518	177.0000	0.2425	732.0000	0.4593	452.0000	984.0000
778	0.5009	0.5756	0.3433	0.8154	0.0758	0.7661	35.0000	0.1483	3.2605	167.0000	0.2291	731.0000	0.4370	430.0000	984.0000
779	0.5465	0.5778	0.3618	0.8152	0.0727	0.7682	35.7500	0.1585	3.4855	169.0000	0.2411	705.0000	0.4543	447.0000	984.0000
780	0.5345	0.5756	0.3531	0.7843	0.0785	0.7434	35.5000	0.1659	3.3263	178.0000	0.2412	742.0000	0.4827	475.0000	984.0000
781	0.5466	0.5794	0.3689	0.7851	0.0759	0.7542	35.3750	0.1554	3.2293	180.0000	0.2281	793.0000	0.4919	484.0000	984.0000
782	0.5082	0.5783	0.3567	0.7991	0.0796	0.7655	36.1250	0.1478	3.3463	169.0000	0.2312	738.0000	0.4695	462.0000	984.0000
783	0.5177	0.5800	0.3507	0.7852	0.0791	0.7643	35.3750	0.1506	3.3657	167.0000	0.2248	746.0000	0.4502	443.0000	984.0000
784	0.5400	0.5745	0.3525	0.7972	0.0751	0.7649	35.8750	0.1524	3.3044	171.0000	0.2352	731.0000	0.4807	473.0000	984.0000
785	0.5444	0.5800	0.3469	0.7976	0.0783	0.7635	34.6250	0.1447	3.3800	169.0000	0.2344	725.0000	0.4278	421.0000	984.0000
786	0.5204	0.5767	0.3583	0.8028	0.0825	0.7409	35.7500	0.1705	3.3910	178.0000	0.2361	757.0000	0.4756	468.0000	984.0000
787	0.5052	0.5717	0.3555	0.7948	0.0716	0.7395	35.2500	0.1674	3.1410	184.0000	0.2393	774.0000	0.4756	468.0000	984.0000
788	0.5363	0.5871	0.3730	0.7885	0.0799	0.7694	35.5000	0.1421	3.2639	177.0000	0.2249	792.0000	0.4929	485.0000	984.0000
789	0.5402	0.5772	0.3651	0.7934	0.0730	0.7625	35.6250	0.1471	3.2279	171.0000	0.2221	775.0000	0.4949	487.0000	984.0000
790	0.5462	0.5756	0.3624	0.8099	0.0785	0.7603	35.2500	0.1555	3.3156	174.0000	0.2358	742.0000	0.4573	450.0000	984.0000
791	0.5240	0.5860	0.3680	0.7791	0.0797	0.7722	35.2500	0.1360	3.3435	172.0000	0.2155	804.0000	0.5000	492.0000	984.0000
792	0.5412	0.5778	0.3577	0.7997	0.0748	0.7515	35.6250	0.1426	3.2636	171.0000	0.2238	768.0000	0.5051	497.0000	984.0000
793	0.4958	0.5657	0.3528	0.7939	0.0754	0.7493	35.7500	0.1576	3.1919	174.0000	0.2211	790.0000	0.4766	469.0000	984.0000
794	0.4994	0.5833	0.3722	0.7801	0.0781	0.7373	35.7500	0.1795	3.3827	189.0000	0.2442	776.0000	0.4593	452.0000	984.0000
795	0.4704	0.5602	0.3428	0.8017	0.0700	0.7614	35.5000	0.1674	3.1880	167.0000	0.2300	730.0000	0.4756	468.0000	984.0000
796	0.5316	0.5673	0.3499	0.7979	0.0763	0.7686	35.3750	0.1602	3.3457	168.0000	0.2246	751.0000	0.4675	460.0000	984.0000
797	0.5177	0.5811	0.3582	0.8052	0.0788	0.7549	35.8750	0.1512	3.3664	181.0000	0.2382	762.0000	0.4411	434.0000	984.0000
798	0.5034	0.5772	0.3579	0.7925	0.0723	0.7517	35.7500	0.1580	3.3384	170.0000	0.2335	734.0000	0.4654	458.0000	984.0000
799	0.5424	0.5948	0.3599	0.7852	0.0840	0.7770	35.5000	0.1489	3.4612	174.0000	0.2272	771.0000	0.4715	464.0000	984.0000
800	0.5430	0.5778	0.3662	0.8131	0.0862	0.7547	36.0000	0.1657	3.3864	179.0000	0.2459	733.0000	0.4472	440.0000	984.0000
801	0.5025	0.5783	0.3588	0.7956	0.0768	0.7430	35.8750	0.1539	3.2419	179.0000	0.2334	770.0000	0.5000	492.0000	984.0000
802	0.5278	0.5657	0.3403	0.8015	0.0751	0.7592	35.2500	0.1558	3.2027	175.0000	0.2358	744.0000	0.4512	444.0000	984.0000
803	0.5584	0.5778	0.3629	0.8088	0.0817	0.7580	35.3750	0.1644	3.4104	174.0000	0.2345	745.0000	0.4482	441.0000	984.0000
804	0.4958	0.5761	0.3602	0.7983	0.0741	0.7504	36.1250	0.1741	3.3243	179.0000	0.2387	756.0000	0.4858	478.0000	984.0000
805	0.5561	0.5767	0.3667	0.7873	0.0800	0.7786	35.3750	0.1447	3.2505	173.0000	0.2227	779.0000	0.4909	483.0000	984.0000
806	0.5376	0.5750	0.3425	0.8071	0.0752	0.7757	36.0000	0.1338	3.2198	167.0000	0.2224	754.0000	0.4715	464.0000	984.0000
807	0.5239	0.5827	0.3711	0.7893	0.0785	0.7588	35.1250	0.1465	3.1439	174.0000	0.2222	791.0000	0.5366	528.0000	984.0000
808	0.5070	0.5767	0.3556	0.7925	0.0791	0.7552	35.7500	0.1705	3.2833	167.0000	0.2369	708.0000	0.4807	473.0000	984.0000
809	0.5064	0.5822	0.3632	0.8024	0.0787	0.7713	35.1250	0.1329	3.3152	165.0000	0.2171	765.0000	0.4868	479.0000	984.0000
810	0.5278	0.5734	0.3445	0.8044	0.0746	0.7447	35.8750	0.1730	3.3048	173.0000	0.2475	701.0000	0.4400	433.0000	984.0000
811	0.5404	0.5728	0.3663	0.7956	0.0847	0.7654	35.3750	0.1453	3.2975	174.0000	0.2305	757.0000	0.4441	437.0000	984.0000
812	0.5140	0.5673	0.3406	0.8027	0.0722	0.7700	35.6250	0.1400	3.2048	162.0000	0.2266	717.0000	0.4665	459.0000	984.0000
813	0.5073	0.5723	0.3562	0.8001	0.0766	0.7472	35.3750	0.1533	3.2090	178.0000	0.2312	774.0000	0.4959	488.0000	984.0000
814	0.5106	0.5772	0.3651	0.7940	0.0794	0.7665	35.3750	0.1639	3.4027	170.0000	0.2364	723.0000	0.4441	437.0000	984.0000
815	0.5033	0.5822	0.3597	0.7857	0.0760	0.7331	35.8750	0.1657	3.3787	187.0000	0.2438	771.0000	0.4776	470.0000	984.0000
816	0.5199	0.5767	0.3566	0.7875	0.0836	0.7343	35.7500	0.2001	3.4036	173.0000	0.2444	710.0000	0.4482	441.0000	984.0000
817	0.5200	0.5767	0.3566	0.7806	0.0793	0.7591	35.3750	0.1546	3.3000	173.0000	0.2244	775.0000	0.4878	480.0000	984.0000
818	0.5195	0.5745	0.3546	0.8162	0.0835	0.7669	35.3750	0.1556	3.4140	165.0000	0.2357	704.0000	0.4492	442.0000	984.0000
819	0.5215	0.5816	0.3705	0.8087	0.0888	0.7681	35.2500	0.1508	3.3648	167.0000	0.2248	749.0000	0.4736	466.0000	984.0000
820	0.5352	0.5717	0.3592	0.8107	0.0801	0.7755	35.2500	0.1545	3.3187	163.0000	0.2224	737.0000	0.4624	455.0000	984.0000
821	0.5647	0.5822	0.3581	0.7920	0.0778	0.7590	35.1250	0.1462	3.3390	162.0000	0.2166	751.0000	0.4797	472.0000	984.0000
822	0.5475	0.5728	0.3463	0.7946	0.0799	0.7592	35.8750	0.1601	3.3450	167.0000	0.2221	757.0000	0.4654	458.0000	984.0000
823	0.5120	0.5767	0.3577	0.8036	0.0822	0.7387	35.5000	0.1625	3.3111	179.0000	0.2319	777.0000	0.4868	479.0000	984.0000
824	0.5435	0.5805	0.3459	0.7862	0.0762	0.7394	35.6250	0.1652	3.3341	180.0000	0.2375	760.0000	0.4563	449.0000	984.0000
825	0.5411	0.5761	0.3608	0.8052	0.0821	0.7515	36.0000	0.1538	3.3567	174.0000	0.2358	740.0000	0.4502	443.0000	984.0000
826	0.5080	0.5745	0.3544	0.8015	0.0777	0.7471	35.7500	0.1698	3.2008	172.0000	0.2243	771.0000	0.4959	488.0000	984.0000
827	0.5411	0.5822	0.3704	0.7914	0.0821	0.7530	35.2500	0.1506	3.4092	180.0000	0.2423	745.0000	0.4644	457.0000	984.0000
828	0.5184	0.5756	0.3598	0.8014	0.0826	0.7574	35.3750	0.1673	3.2049	163.0000	0.2092	783.0000	0.5010	493.0000	984.0000
829	0.5084	0.5844	0.3663	0.8010	0.0754	0.7607	35.6250	0.1525	3.4442	176.0000	0.2375	744.0000	0.4644	457.0000	984.0000
830	0.5349	0.5723	0.3545	0.7936	0.0750	0.7507	35.8750	0.1770	3.1634	177.0000	0.2317	769.0000	0.4726	465.0000	984.0000
831	0.5525	0.5789	0.3569	0.8058	0.0804	0.7722	35.2500	0.1343	3.4028	171.0000	0.2301	747.0000	0.4339	427.0000	984.0000
832	0.5383	0.5811	0.3688	0.7919	0.0833	0.7475	35.1250	0.1496	3.2236	172.0000	0.2191	793.0000	0.4909	483.0000	984.0000
833	0.5290	0.5783	0.3568	0.8036	0.0768	0.7547	36.0000	0.1608	3.2549	170.0000	0.2261	755.0000	0.4624	455.0000	984.0000
834	0.4955	0.5778	0.3686	0.7929	0.0743	0.7580	35.6250	0.1529	3.4268	177.0000	0.2326	768.0000	0.4787	471.0000	984.0000
835	0.5375	0.5728	0.3552	0.8012	0.0729	0.7562	34.8750	0.1517	3.3341	172.0000	0.2266	762.0000	0.4624	455.0000	984.0000
836	0.5340	0.5756	0.3599	0.7990	0.0870	0.7677	35.1250	0.1468	3.2876	159.0000	0.2114	755.0000	0.4665	459.0000	984.0000
837	0.5041	0.5827	0.3671	0.7957	0.0794	0.7633	35.5000	0.1492	3.3320	170.0000	0.2234	766.0000	0.4929	485.0000	984.0000
838	0.5448	0.5860	0.3572	0.8006	0.0863	0.7634	35.5000	0.1282	3.4084	172.0000	0.2251	767.0000	0.4604	453.0000	984.0000
839	0.5232	0.5794	0.3591	0.8031	0.0814	0.7800	35.6250	0.1416	3.4159	168.0000	0.2295	735.0000	0.4593	452.0000	984.0000
840	0.5287	0.5805	0.3540	0.8024	0.0815	0.7613	35.3750	0.1399	3.3832	166.0000	0.2259	739.0000	0.4827	475.0000	984.0000
841	0.5282	0.5838	0.3740	0.7760	0.0722	0.7615	35.7500	0.1530	3.4027	177.0000	0.2305	774.0000	0.4593	452.0000	984.0000
842	0.5135	0.5794	0.3461	0.8119	0.0806	0.7666	36.0000	0.1514	3.4721	164.0000	0.2384	691.0000	0.4370	430.0000	984.0000
843	0.4789	0.5904	0.3699	0.7847	0.0768	0.7444	35.7500	0.1730	3.3244	176.0000	0.2313	766.0000	0.4573	450.0000	984.0000
844	0.5132	0.5723	0.3585	0.7942	0.0764	0.7556	36.2500	0.1484	3.2827	174.0000	0.2336	748.0000	0.4746	467.0000	984.0000
845	0.5330	0.5745	0.3618	0.7912	0.0779	0.7602	35.2500	0.1447	3.2613	171.0000	0.2215	778.0000	0.4705	463.0000	984.0000
846	0.5339	0.5827	0.3661	0.7926	0.0863	0.7613	35.1250	0.1653	3.3584	173.0000	0.2195	792.0000	0.4736	466.0000	984.0000
847	0.5357	0.5778	0.3584	0.8175	0.0869	0.7569	36.1250	0.1586	3.2218	172.0000	0.2245	769.0000	0.4858	478.0000	984.0000
848	0.5411	0.5800	0.3624	0.8253	0.0843	0.7752	35.1250	0.1502	3.3103	161.0000	0.2242	722.0000	0.4553	448.0000	984.0000
849	0.5215	0.5811	0.3569	0.7945	0.0735	0.7524	35.1250	0.1634	3.3030	176.0000	0.2313	765.0000	0.4797	472.0000	984.0000
850	0.4824	0.5745	0.3502	0.7911	0.0774	0.7545	35.5000	0.1709	3.2677	172.0000	0.2340	737.0000	0.4593	452.0000	984.0000
851	0.5166	0.5789	0.3590	0.7941	0.0773	0.7509	35.3750	0.1783	3.2925	170.0000	0.2285	747.0000	0.4726	465.0000	984.0000
852	0.5220	0.5712	0.3643	0.8116	0.0789	0.7856	35.2500	0.1343	3.3166	160.0000	0.2122	757.0000	0.4848	477.0000	984.0000
853	0.5054	0.5811	0.3566	0.8051	0.0758	0.7632	35.6250	0.1562	3.3109	170.0000	0.2208	773.0000	0.4837	476.0000	984.0000
854	0.5259	0.5712	0.3493	0.7957	0.0778	0.7587	36.1250	0.1545	3.2876	168.0000	0.2261	745.0000	0.4665	459.0000	984.0000
855	0.5018	0.5690	0.3592	0.8072	0.0768	0.7611	35.2500	0.1486	3.1535	168.0000	0.2151	789.0000	0.5030	495.0000	984.0000
856	0.5183	0.5783	0.3573	0.7950	0.0824	0.7528	35.6250	0.1712	3.3151	181.0000	0.2351	773.0000	0.4837	476.0000	984.0000
857	0.5203	0.5811	0.3586	0.7887	0.0823	0.7701	36.0000	0.1632	3.3700	170.0000	0.2255	757.0000	0.4807	473.0000	984.0000
858	0.5529	0.5877	0.3707	0.8202	0.0813	0.7500	36.0000	0.1739	3.6422	183.0000	0.2556	719.0000	0.4431	436.0000	984.0000
859	0.5211	0.5646	0.3590	0.8050	0.0780	0.7470	35.8750	0.1698	3.1938	178.0000	0.2324	769.0000	0.4929	485.0000	984.0000
860	0.5503	0.5761	0.3606	0.7920	0.0798	0.7550	35.5000	0.1511	3.4432	171.0000	0.2327	738.0000	0.4563	449.0000	984.0000
861	0.5543	0.5976	0.3811	0.8117	0.0868	0.7845	35.5000	0.1316	3.4757	168.0000	0.2132	792.0000	0.4807	473.0000	984.0000
862	0.5213	0.5833	0.3545	0.7980	0.0836	0.7696	35.5000	0.1538	3.3292	170.0000	0.2240	761.0000	0.4939	486.0000	984.0000
863	0.5602	0.5767	0.3683	0.8042	0.0809	0.7719	35.1250	0.1273	3.2071	176.0000	0.2277	778.0000	0.4858	478.0000	984.0000
864	0.5375	0.5734	0.3515	0.7981	0.0766	0.7573	36.0000	0.1693	3.3200	174.0000	0.2332	749.0000	0.4573	450.0000	984.0000
865	0.5368	0.5805	0.3801	0.7987	0.0856	0.7768	35.2500	0.1476	3.2996	174.0000	0.2178	804.0000	0.5020	494.0000	984.0000
866	0.5327	0.5783	0.3609	0.8003	0.0760	0.7639	34.8750	0.1444	3.3391	168.0000	0.2213	761.0000	0.4736	466.0000	984.0000
867	0.4978	0.5772	0.3656	0.7771	0.0774	0.7658	35.3750	0.1486	3.2794	173.0000	0.2204	788.0000	0.5091	501.0000	984.0000
868	0.5093	0.5767	0.3628	0.7965	0.0785	0.7596	35.3750	0.1590	3.2484	176.0000	0.2277	777.0000	0.4909	483.0000	984.0000
869	0.5060	0.5662	0.3493	0.8069	0.0764	0.7664	35.7500	0.1449	3.2709	169.0000	0.2312	733.0000	0.4614	454.0000	984.0000
870	0.5248	0.5750	0.3614	0.7874	0.0788	0.7495	35.6250	0.1578	3.4515	174.0000	0.2317	755.0000	0.4817	474.0000	984.0000
871	0.5175	0.5822	0.3552	0.8008	0.0823	0.7645	35.8750	0.1553	3.3848	167.0000	0.2251	744.0000	0.4675	460.0000	984.0000
872	0.5129	0.5706	0.3630	0.7869	0.0776	0.7806	35.5000	0.1374	3.2368	170.0000	0.2144	800.0000	0.5020	494.0000	984.0000
873	0.5052	0.5750	0.3588	0.7946	0.0779	0.7488	35.2500	0.1690	3.2792	177.0000	0.2281	781.0000	0.4695	462.0000	984.0000
874	0.5423	0.5822	0.3722	0.7969	0.0775	0.7604	35.5000	0.1379	3.2485	171.0000	0.2167	796.0000	0.4990	491.0000	984.0000
875	0.5344	0.5838	0.3659	0.7970	0.0728	0.7598	35.1250	0.1451	3.3289	172.0000	0.2350	736.0000	0.4604	453.0000	984.0000
876	0.5442	0.5882	0.3648	0.7978	0.0788	0.7689	35.5000	0.1332	3.3281	169.0000	0.2181	778.0000	0.4553	448.0000	984.0000
877	0.4886	0.5860	0.3681	0.7687	0.0788	0.7445	36.0000	0.1535	3.2355	171.0000	0.2119	810.0000	0.4919	484.0000	984.0000
878	0.5210	0.5866	0.3723	0.7835	0.0799	0.7554	35.2500	0.1591	3.3102	181.0000	0.2351	773.0000	0.4980	490.0000	984.0000
879	0.5149	0.5728	0.3619	0.8033	0.0747	0.7763	35.6250	0.1388	3.3568	169.0000	0.2275	747.0000	0.4614	454.0000	984.0000
880	0.5165	0.5717	0.3535	0.7891	0.0762	0.7442	35.6250	0.1714	3.2309	171.0000	0.2305	747.0000	0.4797	472.0000	984.0000
881	0.5029	0.5794	0.3586	0.7928	0.0778	0.7382	36.0000	0.1787	3.2083	176.0000	0.2411	735.0000	0.4878	480.0000	984.0000
882	0.5302	0.5816	0.3654	0.7795	0.0788	0.7414	35.1250	0.1670	3.3039	184.0000	0.2447	755.0000	0.4715	464.0000	984.0000
883	0.5415	0.5827	0.3605	0.7916	0.0745	0.7581	35.8750	0.1546	3.3282	178.0000	0.2330	769.0000	0.4614	454.0000	984.0000
884	0.5433	0.5739	0.3557	0.7932	0.0754	0.7657	35.7500	0.1462	3.1683	170.0000	0.2225	769.0000	0.5132	505.0000	984.0000
885	0.5344	0.5695	0.3433	0.8003	0.0789	0.7506	35.0000	0.1574	3.3379	174.0000	0.2371	737.0000	0.4482	441.0000	984.0000
886	0.5601	0.5717	0.3542	0.8047	0.0832	0.7477	35.2500	0.1485	3.2580	163.0000	0.2191	746.0000	0.4451	438.0000	984.0000
887	0.5196	0.5767	0.3568	0.7962	0.0764	0.7587	35.3750	0.1567	3.2138	170.0000	0.2216	771.0000	0.4848	477.0000	984.0000
888	0.5299	0.5756	0.3473	0.7983	0.0858	0.7532	35.5000	0.1587	3.3177	180.0000	0.2446	740.0000	0.4543	447.0000	984.0000
889	0.4985	0.5783	0.3676	0.7975	0.0795	0.7508	35.6250	0.1732	3.2505	175.0000	0.2309	761.0000	0.4949	487.0000	984.0000
890	0.5258	0.5838	0.3615	0.8039	0.0797	0.7724	35.7500	0.1450	3.1830	173.0000	0.2224	783.0000	0.4888	481.0000	984.0000
891	0.5091	0.5871	0.3612	0.8054	0.0785	0.7710	36.0000	0.1673	3.3354	177.0000	0.2329	764.0000	0.4817	474.0000	984.0000
892	0.5382	0.5882	0.3608	0.7857	0.0758	0.7427	35.8750	0.1580	3.3957	178.0000	0.2435	733.0000	0.4675	460.0000	984.0000
893	0.5338	0.5772	0.3550	0.8059	0.0826	0.7539	35.6250	0.1574	3.3267	170.0000	0.2300	741.0000	0.4573	450.0000	984.0000
894	0.4923	0.5783	0.3600	0.8115	0.0739	0.7570	36.0000	0.1659	3.5011	176.0000	0.2444	723.0000	0.4441	437.0000	984.0000
895	0.5137	0.5712	0.3586	0.8000	0.0864	0.7529	35.6250	0.1504	3.2727	171.0000	0.2265	761.0000	0.4919	484.0000	984.0000
896	0.5158	0.5728	0.3536	0.8013	0.0818	0.7638	35.0000	0.1536	3.4480	172.0000	0.2248	767.0000	0.4787	471.0000	984.0000
897	0.5180	0.5811	0.3686	0.7870	0.0715	0.7460	35.6250	0.1659	3.3401	182.0000	0.2427	754.0000	0.5020	494.0000	984.0000
898	0.5611	0.5827	0.3783	0.7997	0.0871	0.7705	35.0000	0.1488	3.3048	175.0000	0.2210	797.0000	0.5102	502.0000	984.0000
899	0.4915	0.5662	0.3481	0.7948	0.0738	0.7491	35.5000	0.1765	3.3500	173.0000	0.2360	736.0000	0.4675	460.0000	984.0000
900	0.5381	0.5849	0.3710	0.8032	0.0778	0.7602	35.7500	0.1616	3.3587	179.0000	0.2393	754.0000	0.4675	460.0000	984.0000
901	0.5308	0.5761	0.3604	0.8021	0.0855	0.7769	36.1250	0.1357	3.3689	169.0000	0.2299	737.0000	0.4573	450.0000	984.0000
