accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed
359	0.5183	0.5739	0.3531	0.7804	0.0786	0.7444	35.3750	0.1733	3.2200	174.0000	0.2364	740.0000	0.4665	459.0000	984.0000
360	0.5148	0.5662	0.3578	0.8013	0.0684	0.7525	35.6250	0.1484	3.1771	173.0000	0.2282	762.0000	0.5051	497.0000	984.0000
361	0.5198	0.5838	0.3746	0.7964	0.0755	0.7607	35.8750	0.1385	3.3361	173.0000	0.2187	793.0000	0.4959	488.0000	984.0000
362	0.5008	0.5695	0.3603	0.7932	0.0727	0.7418	35.3750	0.1535	3.2776	173.0000	0.2344	740.0000	0.4319	425.0000	984.0000
363	0.4996	0.5679	0.3572	0.8100	0.0775	0.7586	35.1250	0.1639	3.2366	170.0000	0.2264	758.0000	0.4939	486.0000	984.0000
364	0.4956	0.5833	0.3787	0.7962	0.0788	0.7606	35.5000	0.1521	3.2357	176.0000	0.2176	812.0000	0.4959	488.0000	984.0000
365	0.5154	0.5844	0.3751	0.7936	0.0808	0.7440	35.5000	0.1611	3.4588	180.0000	0.2423	745.0000	0.4563	449.0000	984.0000
366	0.5288	0.5778	0.3592	0.7947	0.0781	0.7625	35.2500	0.1584	3.4547	169.0000	0.2321	731.0000	0.4604	453.0000	984.0000
367	0.5439	0.5794	0.3551	0.7972	0.0751	0.7447	35.5000	0.1542	3.3416	179.0000	0.2399	748.0000	0.4492	442.0000	984.0000
368	0.5187	0.5750	0.3610	0.7928	0.0806	0.7718	35.3750	0.1335	3.4148	165.0000	0.2233	741.0000	0.4533	446.0000	984.0000
369	0.5068	0.5756	0.3513	0.7958	0.0784	0.7223	36.2500	0.1805	3.3181	172.0000	0.2343	739.0000	0.4665	459.0000	984.0000
370	0.5216	0.5772	0.3667	0.8088	0.0789	0.7603	35.8750	0.1517	3.4031	173.0000	0.2373	734.0000	0.4665	459.0000	984.0000
371	0.5278	0.5778	0.3545	0.7910	0.0762	0.7460	35.6250	0.1583	3.3270	175.0000	0.2391	736.0000	0.4848	477.0000	984.0000
372	0.5144	0.5893	0.3612	0.7822	0.0795	0.7524	35.2500	0.1456	3.2766	179.0000	0.2292	784.0000	0.4959	488.0000	984.0000
373	0.5212	0.5717	0.3575	0.8111	0.0816	0.7706	36.1250	0.1393	3.2891	168.0000	0.2219	762.0000	0.4675	460.0000	984.0000
374	0.5480	0.5822	0.3688	0.7967	0.0747	0.7497	35.7500	0.1474	3.3902	177.0000	0.2373	750.0000	0.4583	451.0000	984.0000
375	0.5113	0.5761	0.3684	0.7901	0.0855	0.7550	35.8750	0.1577	3.2218	181.0000	0.2335	777.0000	0.5132	505.0000	984.0000
376	0.5173	0.5805	0.3649	0.8045	0.0715	0.7439	35.8750	0.1614	3.3069	183.0000	0.2430	757.0000	0.4868	479.0000	984.0000
377	0.5190	0.5651	0.3507	0.7903	0.0727	0.7695	35.1250	0.1430	3.2231	173.0000	0.2224	784.0000	0.4919	484.0000	984.0000
378	0.5208	0.5783	0.3753	0.8003	0.0886	0.7627	35.8750	0.1611	3.2759	179.0000	0.2343	768.0000	0.4715	464.0000	984.0000
379	0.5570	0.5981	0.3688	0.7827	0.0827	0.7604	35.5000	0.1437	3.4252	174.0000	0.2211	791.0000	0.4756	468.0000	984.0000
380	0.5130	0.5772	0.3667	0.8133	0.0801	0.7717	35.0000	0.1438	3.2893	172.0000	0.2243	772.0000	0.4848	477.0000	984.0000
381	0.4915	0.5690	0.3507	0.7911	0.0723	0.7332	36.0000	0.1786	3.2863	178.0000	0.2345	763.0000	0.4756	468.0000	984.0000
382	0.5334	0.5783	0.3576	0.8044	0.0794	0.7688	34.8750	0.1647	3.1564	160.0000	0.2057	782.0000	0.4939	486.0000	984.0000
383	0.5317	0.5838	0.3645	0.8086	0.0774	0.7665	35.3750	0.1480	3.4858	167.0000	0.2326	722.0000	0.4665	459.0000	984.0000
384	0.5259	0.5789	0.3655	0.7907	0.0815	0.7433	35.0000	0.1591	3.2448	174.0000	0.2251	778.0000	0.4858	478.0000	984.0000
385	0.5301	0.5827	0.3524	0.8096	0.0740	0.7752	35.7500	0.1275	3.4493	170.0000	0.2304	743.0000	0.4411	434.0000	984.0000
386	0.5142	0.5723	0.3362	0.8096	0.0660	0.7526	35.6250	0.1496	3.2532	169.0000	0.2370	716.0000	0.4736	466.0000	984.0000
387	0.5018	0.5635	0.3599	0.7903	0.0677	0.7524	35.7500	0.1549	3.2667	183.0000	0.2490	738.0000	0.4726	465.0000	984.0000
388	0.5452	0.5866	0.3591	0.7947	0.0832	0.7459	35.7500	0.1643	3.2926	181.0000	0.2391	761.0000	0.4654	458.0000	984.0000
389	0.5160	0.5739	0.3596	0.8173	0.0761	0.7547	35.7500	0.1692	3.3804	182.0000	0.2585	710.0000	0.4461	439.0000	984.0000
390	0.5510	0.5855	0.3701	0.8206	0.0873	0.7740	35.0000	0.1265	3.3954	165.0000	0.2160	769.0000	0.4858	478.0000	984.0000
391	0.5502	0.5657	0.3345	0.7968	0.0743	0.7561	35.6250	0.1625	3.3309	170.0000	0.2432	701.0000	0.4207	414.0000	984.0000
392	0.5244	0.5767	0.3546	0.8006	0.0742	0.7469	35.6250	0.1644	3.3758	178.0000	0.2472	722.0000	0.4543	447.0000	984.0000
393	0.5452	0.5816	0.3674	0.8048	0.0861	0.7778	35.5000	0.1365	3.2536	161.0000	0.2035	796.0000	0.4929	485.0000	984.0000
394	0.4947	0.5734	0.3457	0.8031	0.0810	0.7638	35.3750	0.1589	3.2735	162.0000	0.2213	737.0000	0.4756	468.0000	984.0000
395	0.5075	0.5849	0.3745	0.8123	0.0854	0.7472	35.7500	0.1805	3.4599	181.0000	0.2476	735.0000	0.4685	461.0000	984.0000
396	0.5170	0.5822	0.3649	0.8100	0.0825	0.7645	35.2500	0.1589	3.3497	173.0000	0.2313	752.0000	0.4766	469.0000	984.0000
397	0.5221	0.5734	0.3343	0.7915	0.0703	0.7551	35.2500	0.1671	3.2573	171.0000	0.2395	719.0000	0.4543	447.0000	984.0000
398	0.5271	0.5756	0.3546	0.8117	0.0773	0.7722	35.2500	0.1544	3.3824	173.0000	0.2344	741.0000	0.4624	455.0000	984.0000
399	0.5318	0.5607	0.3393	0.8055	0.0692	0.7651	35.2500	0.1398	3.3264	167.0000	0.2336	718.0000	0.4421	435.0000	984.0000
400	0.5086	0.5838	0.3565	0.7972	0.0758	0.7532	35.2500	0.1405	3.3597	176.0000	0.2378	744.0000	0.4746	467.0000	984.0000
401	0.5327	0.5789	0.3608	0.7981	0.0761	0.7587	36.2500	0.1557	3.2197	176.0000	0.2356	751.0000	0.4949	487.0000	984.0000
402	0.5634	0.5838	0.3598	0.8045	0.0768	0.7559	35.2500	0.1552	3.3982	185.0000	0.2514	739.0000	0.4441	437.0000	984.0000
403	0.5054	0.5767	0.3475	0.8133	0.0740	0.7363	36.3750	0.1679	3.2741	173.0000	0.2360	736.0000	0.4746	467.0000	984.0000
404	0.4874	0.5833	0.3655	0.7703	0.0820	0.7320	35.0000	0.1977	3.3376	183.0000	0.2377	772.0000	0.4726	465.0000	984.0000
405	0.5044	0.5761	0.3523	0.8021	0.0764	0.7532	34.7500	0.1606	3.2290	168.0000	0.2258	749.0000	0.4970	489.0000	984.0000
406	0.5327	0.5783	0.3602	0.7966	0.0771	0.7548	36.2500	0.1652	3.2485	171.0000	0.2235	769.0000	0.4990	491.0000	984.0000
407	0.5276	0.5646	0.3535	0.7936	0.0758	0.7489	35.7500	0.1688	3.3401	174.0000	0.2420	721.0000	0.4482	441.0000	984.0000
408	0.5282	0.5855	0.3604	0.8077	0.0786	0.7713	35.6250	0.1527	3.4386	166.0000	0.2222	750.0000	0.4472	440.0000	984.0000
409	0.4890	0.5800	0.3708	0.7992	0.0800	0.7669	34.7500	0.1486	3.3685	169.0000	0.2178	781.0000	0.4909	483.0000	984.0000
410	0.5515	0.5789	0.3597	0.8009	0.0822	0.7553	35.7500	0.1510	3.2359	172.0000	0.2337	738.0000	0.4868	479.0000	984.0000
411	0.5206	0.5822	0.3750	0.7814	0.0790	0.7457	35.1250	0.1728	3.3389	188.0000	0.2392	788.0000	0.4858	478.0000	984.0000
412	0.5226	0.5778	0.3618	0.7988	0.0798	0.7553	35.7500	0.1477	3.3805	171.0000	0.2346	732.0000	0.4593	452.0000	984.0000
413	0.5017	0.5701	0.3479	0.7906	0.0729	0.7373	34.6250	0.1797	3.3230	171.0000	0.2268	758.0000	0.4593	452.0000	984.0000
414	0.5019	0.5662	0.3579	0.7804	0.0791	0.7252	35.3750	0.1786	3.4420	183.0000	0.2552	720.0000	0.4644	457.0000	984.0000
415	0.5338	0.5855	0.3748	0.7783	0.0783	0.7494	35.5000	0.1636	3.2839	188.0000	0.2312	818.0000	0.4726	465.0000	984.0000
416	0.5226	0.5805	0.3693	0.7856	0.0841	0.7150	35.6250	0.2008	3.3966	186.0000	0.2551	731.0000	0.4228	416.0000	984.0000
417	0.5284	0.5800	0.3664	0.7865	0.0750	0.7630	35.3750	0.1664	3.2603	173.0000	0.2261	768.0000	0.4919	484.0000	984.0000
418	0.4741	0.5706	0.3596	0.7921	0.0724	0.6944	35.5000	0.1897	3.4552	197.0000	0.2814	703.0000	0.4309	424.0000	984.0000
419	0.5195	0.5838	0.3626	0.8088	0.0850	0.7659	36.0000	0.1583	3.3248	179.0000	0.2399	748.0000	0.4756	468.0000	984.0000
420	0.5383	0.5745	0.3636	0.8069	0.0784	0.7866	35.3750	0.1493	3.2940	159.0000	0.2078	768.0000	0.4736	466.0000	984.0000
421	0.5653	0.5844	0.3637	0.7848	0.0821	0.7478	35.8750	0.1537	3.2784	181.0000	0.2323	781.0000	0.4746	467.0000	984.0000
422	0.5039	0.5673	0.3697	0.7979	0.0746	0.7312	36.0000	0.1574	3.3892	180.0000	0.2439	741.0000	0.4726	465.0000	984.0000
423	0.5358	0.5728	0.3584	0.8187	0.0812	0.7720	35.0000	0.1417	3.3579	171.0000	0.2235	767.0000	0.4543	447.0000	984.0000
424	0.5421	0.5789	0.3653	0.7988	0.0889	0.7755	35.3750	0.1416	3.3376	166.0000	0.2176	768.0000	0.4726	465.0000	984.0000
425	0.5187	0.5789	0.3556	0.7862	0.0736	0.7568	36.0000	0.1534	3.1458	171.0000	0.2178	788.0000	0.4949	487.0000	984.0000
426	0.5133	0.5745	0.3629	0.7819	0.0779	0.7566	35.3750	0.1640	3.2122	177.0000	0.2278	780.0000	0.4837	476.0000	984.0000
427	0.5260	0.5833	0.3645	0.7969	0.0800	0.7221	36.0000	0.1957	3.4082	179.0000	0.2380	755.0000	0.4705	463.0000	984.0000
428	0.5139	0.5695	0.3512	0.8028	0.0778	0.7633	35.1250	0.1565	3.3481	167.0000	0.2227	753.0000	0.4583	451.0000	984.0000
429	0.5321	0.5701	0.3584	0.7856	0.0775	0.7444	35.6250	0.1505	3.3230	172.0000	0.2350	735.0000	0.4593	452.0000	984.0000
430	0.5281	0.5844	0.3715	0.8073	0.0848	0.7597	35.3750	0.1569	3.3209	180.0000	0.2372	762.0000	0.4624	455.0000	984.0000
431	0.5148	0.5822	0.3648	0.7791	0.0757	0.7303	35.5000	0.1762	3.2373	183.0000	0.2334	787.0000	0.5010	493.0000	984.0000
432	0.5009	0.5855	0.3665	0.7908	0.0720	0.7542	35.1250	0.1468	3.3918	178.0000	0.2336	765.0000	0.4461	439.0000	984.0000
433	0.5239	0.5822	0.3626	0.7803	0.0738	0.7396	36.0000	0.1547	3.2550	185.0000	0.2428	769.0000	0.5102	502.0000	984.0000
434	0.5235	0.5761	0.3577	0.7983	0.0819	0.7522	35.6250	0.1729	3.2452	164.0000	0.2166	762.0000	0.4807	473.0000	984.0000
435	0.5251	0.5629	0.3403	0.8013	0.0786	0.7612	35.3750	0.1499	3.2353	163.0000	0.2224	736.0000	0.4492	442.0000	984.0000
436	0.5236	0.5800	0.3614	0.7867	0.0795	0.7571	35.1250	0.1630	3.2788	175.0000	0.2252	780.0000	0.4848	477.0000	984.0000
437	0.5069	0.5717	0.3536	0.7986	0.0777	0.7741	35.8750	0.1298	3.3414	172.0000	0.2363	731.0000	0.4614	454.0000	984.0000
438	0.5084	0.5745	0.3523	0.8136	0.0749	0.7745	35.3750	0.1539	3.4353	158.0000	0.2248	707.0000	0.4553	448.0000	984.0000
439	0.5482	0.5833	0.3599	0.8036	0.0753	0.7445	35.0000	0.1678	3.4215	183.0000	0.2556	719.0000	0.4339	427.0000	984.0000
440	0.5140	0.5750	0.3544	0.8058	0.0806	0.7663	35.1250	0.1577	3.3018	168.0000	0.2267	743.0000	0.4614	454.0000	984.0000
441	0.4871	0.5822	0.3555	0.8172	0.0850	0.7426	35.5000	0.1647	3.3594	170.0000	0.2270	754.0000	0.4411	434.0000	984.0000
442	0.5120	0.5800	0.3556	0.8063	0.0776	0.7499	35.8750	0.1722	3.4013	175.0000	0.2333	754.0000	0.4583	451.0000	984.0000
443	0.5256	0.5822	0.3554	0.8040	0.0742	0.7486	35.0000	0.1644	3.3638	172.0000	0.2343	737.0000	0.4441	437.0000	984.0000
444	0.5106	0.5745	0.3594	0.7842	0.0788	0.7328	35.2500	0.1681	3.3683	179.0000	0.2254	801.0000	0.4553	448.0000	984.0000
445	0.5094	0.5756	0.3574	0.7898	0.0750	0.7543	35.5000	0.1531	3.3026	173.0000	0.2282	764.0000	0.4736	466.0000	984.0000
446	0.5055	0.5778	0.3475	0.7908	0.0803	0.7628	35.7500	0.1571	3.2191	175.0000	0.2365	744.0000	0.4685	461.0000	984.0000
447	0.4779	0.5690	0.3522	0.7971	0.0733	0.7437	35.5000	0.1898	3.3647	173.0000	0.2447	709.0000	0.4543	447.0000	984.0000
448	0.5413	0.5855	0.3804	0.7997	0.0844	0.7511	35.8750	0.1525	3.3478	180.0000	0.2311	785.0000	0.4909	483.0000	984.0000
449	0.5183	0.5734	0.3584	0.8026	0.0798	0.7626	35.5000	0.1478	3.3290	173.0000	0.2301	759.0000	0.4665	459.0000	984.0000
450	0.5526	0.5789	0.3709	0.7941	0.0813	0.7518	36.7500	0.1611	3.3884	179.0000	0.2374	758.0000	0.4736	466.0000	984.0000
451	0.5421	0.5761	0.3425	0.7873	0.0755	0.7622	36.0000	0.1447	3.2047	171.0000	0.2218	777.0000	0.4715	464.0000	984.0000
452	0.5041	0.5910	0.3720	0.7974	0.0782	0.7574	35.8750	0.1408	3.5192	177.0000	0.2379	747.0000	0.4756	468.0000	984.0000
453	0.5331	0.5849	0.3685	0.8014	0.0886	0.7654	35.2500	0.1502	3.4834	168.0000	0.2246	754.0000	0.4604	453.0000	984.0000
454	0.5249	0.5684	0.3473	0.7938	0.0740	0.7558	35.2500	0.1496	3.2004	161.0000	0.2221	732.0000	0.4766	469.0000	984.0000
455	0.5066	0.5794	0.3725	0.7801	0.0786	0.7628	35.6250	0.1582	3.3577	174.0000	0.2219	789.0000	0.4858	478.0000	984.0000
456	0.5135	0.5756	0.3544	0.7959	0.0813	0.7355	35.0000	0.1704	3.2325	185.0000	0.2510	740.0000	0.4634	456.0000	984.0000
457	0.4959	0.5833	0.3687	0.8009	0.0778	0.7406	35.6250	0.1731	3.3119	184.0000	0.2377	777.0000	0.4888	481.0000	984.0000
458	0.5721	0.5690	0.3464	0.7967	0.0732	0.7340	35.8750	0.1766	3.3326	179.0000	0.2518	714.0000	0.4492	442.0000	984.0000
459	0.5312	0.5805	0.3630	0.7858	0.0784	0.7661	35.2500	0.1489	3.3951	177.0000	0.2415	736.0000	0.4604	453.0000	984.0000
460	0.5031	0.5756	0.3620	0.7981	0.0807	0.7611	35.7500	0.1598	3.1476	174.0000	0.2197	797.0000	0.5163	508.0000	984.0000
461	0.5196	0.5695	0.3467	0.8038	0.0736	0.7647	35.2500	0.1420	3.2920	161.0000	0.2236	722.0000	0.4837	476.0000	984.0000
462	0.5153	0.5805	0.3711	0.7809	0.0812	0.7460	36.1250	0.1682	3.3498	192.0000	0.2353	823.0000	0.4736	466.0000	984.0000
463	0.5416	0.5756	0.3525	0.8026	0.0815	0.7699	35.6250	0.1687	3.2427	171.0000	0.2274	755.0000	0.4858	478.0000	984.0000
464	0.5017	0.5695	0.3474	0.7966	0.0802	0.7511	35.8750	0.1600	3.1645	169.0000	0.2218	768.0000	0.4695	462.0000	984.0000
465	0.5095	0.5838	0.3552	0.7924	0.0707	0.7592	36.0000	0.1646	3.4825	185.0000	0.2463	755.0000	0.4634	456.0000	984.0000
466	0.5325	0.5882	0.3601	0.7920	0.0813	0.7706	35.5000	0.1429	3.3843	167.0000	0.2288	734.0000	0.4654	458.0000	984.0000
467	0.5330	0.5822	0.3689	0.8007	0.0818	0.7722	34.8750	0.1490	3.3094	166.0000	0.2150	776.0000	0.4959	488.0000	984.0000
468	0.5147	0.5761	0.3525	0.8106	0.0765	0.7388	35.7500	0.1841	3.4550	172.0000	0.2412	715.0000	0.4512	444.0000	984.0000
469	0.5125	0.5772	0.3629	0.8084	0.0841	0.7637	35.1250	0.1633	3.3277	173.0000	0.2313	750.0000	0.4776	470.0000	984.0000
470	0.5244	0.5772	0.3520	0.7838	0.0770	0.7510	35.6250	0.1722	3.0787	173.0000	0.2224	783.0000	0.5163	508.0000	984.0000
471	0.5220	0.5728	0.3515	0.7977	0.0767	0.7531	35.3750	0.1620	3.5129	173.0000	0.2461	706.0000	0.4319	425.0000	984.0000
472	0.5159	0.5701	0.3471	0.8014	0.0786	0.7713	35.0000	0.1611	3.3114	165.0000	0.2251	736.0000	0.4472	440.0000	984.0000
473	0.5397	0.5761	0.3636	0.8079	0.0875	0.7712	35.6250	0.1602	3.3070	168.0000	0.2289	736.0000	0.4634	456.0000	984.0000
474	0.5247	0.5811	0.3598	0.7996	0.0820	0.7522	35.7500	0.1725	3.3978	174.0000	0.2317	756.0000	0.4573	450.0000	984.0000
475	0.5111	0.5833	0.3656	0.8099	0.0787	0.7746	35.5000	0.1469	3.3597	163.0000	0.2168	758.0000	0.4746	467.0000	984.0000
476	0.5149	0.5772	0.3544	0.7916	0.0688	0.7401	35.6250	0.1555	3.1820	181.0000	0.2268	803.0000	0.5081	500.0000	984.0000
477	0.5361	0.5778	0.3579	0.8016	0.0809	0.7607	35.6250	0.1544	3.4137	175.0000	0.2270	775.0000	0.4593	452.0000	984.0000
478	0.4935	0.5767	0.3565	0.7940	0.0745	0.7443	35.7500	0.1712	3.2162	176.0000	0.2310	764.0000	0.4888	481.0000	984.0000
479	0.5141	0.5712	0.3642	0.7786	0.0792	0.7588	35.5000	0.1677	3.1580	172.0000	0.2183	793.0000	0.5081	500.0000	984.0000
480	0.5362	0.5662	0.3431	0.8172	0.0757	0.7531	35.5000	0.1708	3.2294	158.0000	0.2235	712.0000	0.4695	462.0000	984.0000
481	0.4928	0.5816	0.3497	0.7800	0.0753	0.7497	35.6250	0.1738	3.2912	174.0000	0.2326	751.0000	0.4746	467.0000	984.0000
482	0.5372	0.5695	0.3636	0.7859	0.0767	0.7649	35.6250	0.1409	3.1979	169.0000	0.2212	766.0000	0.4776	470.0000	984.0000
483	0.5123	0.5855	0.3678	0.7911	0.0855	0.7368	35.0000	0.1527	3.5211	180.0000	0.2341	774.0000	0.4583	451.0000	984.0000
484	0.5302	0.5761	0.3678	0.7838	0.0797	0.7633	35.3750	0.1633	3.4096	174.0000	0.2211	792.0000	0.4665	459.0000	984.0000
485	0.5313	0.5811	0.3653	0.7935	0.0818	0.7463	35.5000	0.1671	3.3636	177.0000	0.2369	750.0000	0.4583	451.0000	984.0000
486	0.5192	0.5805	0.3461	0.8003	0.0824	0.7509	34.7500	0.1532	3.4594	169.0000	0.2425	701.0000	0.4380	431.0000	984.0000
487	0.5567	0.5794	0.3683	0.8032	0.0788	0.7695	35.2500	0.1373	3.3455	170.0000	0.2188	783.0000	0.5030	495.0000	984.0000
488	0.5150	0.5800	0.3648	0.7979	0.0840	0.7550	35.7500	0.1532	3.4533	178.0000	0.2367	757.0000	0.4350	428.0000	984.0000
489	0.4717	0.5739	0.3583	0.8055	0.0808	0.7556	35.1250	0.1625	3.2801	175.0000	0.2306	764.0000	0.4898	482.0000	984.0000
490	0.5298	0.5728	0.3574	0.7957	0.0795	0.7852	35.1250	0.1431	3.2271	161.0000	0.2099	770.0000	0.4878	480.0000	984.0000
491	0.5181	0.5855	0.3851	0.7928	0.0793	0.7535	35.2500	0.1477	3.1646	183.0000	0.2265	811.0000	0.4939	486.0000	984.0000
492	0.5425	0.5772	0.3535	0.8021	0.0766	0.7500	35.8750	0.1761	3.5182	181.0000	0.2619	694.0000	0.4197	413.0000	984.0000
493	0.5656	0.5816	0.3636	0.7964	0.0756	0.7794	35.6250	0.1299	3.3744	168.0000	0.2225	760.0000	0.4533	446.0000	984.0000
494	0.5262	0.5844	0.3576	0.8128	0.0821	0.7484	36.2500	0.1543	3.1907	177.0000	0.2329	762.0000	0.4797	472.0000	984.0000
495	0.5205	0.5580	0.3471	0.7975	0.0690	0.7578	35.1250	0.1408	3.2000	168.0000	0.2370	716.0000	0.4726	465.0000	984.0000
496	0.5143	0.5849	0.3574	0.7857	0.0799	0.7289	36.1250	0.1795	3.4026	184.0000	0.2500	739.0000	0.4695	462.0000	984.0000
497	0.5466	0.5805	0.3499	0.8006	0.0809	0.7529	36.0000	0.1555	3.4033	180.0000	0.2500	722.0000	0.4309	424.0000	984.0000
498	0.5186	0.5816	0.3721	0.8004	0.0776	0.7664	35.2500	0.1525	3.3925	174.0000	0.2311	755.0000	0.4583	451.0000	984.0000
499	0.4957	0.5778	0.3642	0.7867	0.0747	0.7438	34.8750	0.1717	3.2874	172.0000	0.2266	763.0000	0.5091	501.0000	984.0000
500	0.5090	0.5728	0.3514	0.8012	0.0799	0.7268	35.1250	0.1742	3.4080	185.0000	0.2573	724.0000	0.4583	451.0000	984.0000
501	0.5283	0.5772	0.3581	0.8095	0.0810	0.7726	35.1250	0.1527	3.3153	164.0000	0.2281	722.0000	0.4512	444.0000	984.0000
502	0.4736	0.5794	0.3539	0.7856	0.0702	0.7403	35.2500	0.1848	3.4185	181.0000	0.2521	722.0000	0.4614	454.0000	984.0000
503	0.5398	0.5767	0.3497	0.7940	0.0839	0.7558	35.0000	0.1642	3.3843	171.0000	0.2336	734.0000	0.4787	471.0000	984.0000
504	0.5291	0.5772	0.3510	0.8039	0.0722	0.7606	34.7500	0.1555	3.1864	167.0000	0.2212	762.0000	0.4797	472.0000	984.0000
505	0.5308	0.5624	0.3514	0.7966	0.0716	0.7528	35.0000	0.1554	3.1720	168.0000	0.2308	733.0000	0.4726	465.0000	984.0000
506	0.5279	0.5745	0.3517	0.8026	0.0770	0.7476	35.3750	0.1700	3.2917	170.0000	0.2332	731.0000	0.4634	456.0000	984.0000
507	0.5348	0.5816	0.3552	0.8067	0.0757	0.7544	35.5000	0.1657	3.3911	181.0000	0.2446	746.0000	0.4807	473.0000	984.0000
508	0.5249	0.5684	0.3464	0.8147	0.0791	0.7694	34.6250	0.1425	3.1790	170.0000	0.2279	750.0000	0.4939	486.0000	984.0000
509	0.5344	0.5816	0.3724	0.8032	0.0781	0.7608	35.5000	0.1629	3.4652	179.0000	0.2349	765.0000	0.4675	460.0000	984.0000
510	0.5329	0.5910	0.3817	0.8077	0.0892	0.7809	35.1250	0.1543	3.4056	169.0000	0.2156	787.0000	0.4685	461.0000	984.0000
511	0.5146	0.5712	0.3598	0.7884	0.0826	0.7534	35.6250	0.1623	3.2490	178.0000	0.2327	767.0000	0.4939	486.0000	984.0000
512	0.5379	0.5690	0.3505	0.7931	0.0776	0.7408	35.5000	0.1700	3.2924	180.0000	0.2459	734.0000	0.4797	472.0000	984.0000
513	0.4863	0.5734	0.3392	0.7914	0.0742	0.7535	35.2500	0.1667	3.2977	169.0000	0.2321	731.0000	0.4848	477.0000	984.0000
514	0.5179	0.5750	0.3695	0.8023	0.0840	0.7502	35.0000	0.1720	3.3456	175.0000	0.2255	781.0000	0.4705	463.0000	984.0000
515	0.5119	0.5668	0.3479	0.8012	0.0787	0.7504	35.5000	0.1712	3.2848	171.0000	0.2330	738.0000	0.4675	460.0000	984.0000
516	0.5507	0.5767	0.3738	0.7838	0.0818	0.7520	34.8750	0.1597	3.3532	176.0000	0.2301	768.0000	0.4604	453.0000	984.0000
517	0.5118	0.5723	0.3730	0.7772	0.0831	0.7404	35.7500	0.1772	3.3080	174.0000	0.2272	770.0000	0.4817	474.0000	984.0000
518	0.5289	0.5904	0.3690	0.8111	0.0799	0.7541	35.2500	0.1544	3.4574	177.0000	0.2332	761.0000	0.4776	470.0000	984.0000
519	0.5304	0.5723	0.3568	0.8056	0.0717	0.7570	35.0000	0.1428	3.2128	175.0000	0.2315	759.0000	0.4776	470.0000	984.0000
520	0.5537	0.5739	0.3528	0.8056	0.0791	0.7698	36.0000	0.1451	3.3477	166.0000	0.2296	725.0000	0.4472	440.0000	984.0000
521	0.5194	0.5761	0.3574	0.7965	0.0715	0.7571	35.6250	0.1586	3.2939	175.0000	0.2414	729.0000	0.4634	456.0000	984.0000
522	0.5203	0.5827	0.3606	0.8083	0.0820	0.7623	35.0000	0.1457	3.3899	171.0000	0.2271	756.0000	0.4614	454.0000	984.0000
523	0.5327	0.5833	0.3686	0.7895	0.0832	0.7613	35.8750	0.1484	3.2846	174.0000	0.2245	779.0000	0.5000	492.0000	984.0000
524	0.4960	0.5745	0.3583	0.7973	0.0824	0.7425	35.8750	0.1909	3.4254	185.0000	0.2409	771.0000	0.4563	449.0000	984.0000
525	0.4975	0.5712	0.3493	0.7967	0.0739	0.7377	35.0000	0.1864	3.2170	174.0000	0.2257	774.0000	0.5010	493.0000	984.0000
526	0.5356	0.5783	0.3508	0.7981	0.0805	0.7676	35.3750	0.1432	3.3792	169.0000	0.2272	746.0000	0.4502	443.0000	984.0000
527	0.5528	0.5745	0.3547	0.7954	0.0811	0.7704	35.5000	0.1392	3.3818	174.0000	0.2361	741.0000	0.4472	440.0000	984.0000
528	0.5385	0.5816	0.3583	0.7994	0.0806	0.7587	35.6250	0.1619	3.2343	171.0000	0.2212	776.0000	0.4858	478.0000	984.0000
529	0.5351	0.5728	0.3403	0.7957	0.0761	0.7563	36.0000	0.1703	3.3289	175.0000	0.2330	753.0000	0.4573	450.0000	984.0000
530	0.5368	0.5772	0.3683	0.7935	0.0756	0.7573	35.1250	0.1677	3.3771	168.0000	0.2286	738.0000	0.4797	472.0000	984.0000
531	0.4968	0.5794	0.3711	0.7917	0.0810	0.7557	35.5000	0.1388	3.3139	176.0000	0.2256	785.0000	0.4888	481.0000	984.0000
532	0.5164	0.5734	0.3571	0.7914	0.0797	0.7408	35.8750	0.1838	3.3349	181.0000	0.2453	740.0000	0.4461	439.0000	984.0000
533	0.5511	0.5866	0.3661	0.8063	0.0778	0.7781	35.2500	0.1401	3.2812	166.0000	0.2207	756.0000	0.4878	480.0000	984.0000
534	0.5455	0.5679	0.3618	0.8047	0.0813	0.7641	35.5000	0.1661	3.2355	166.0000	0.2193	759.0000	0.4919	484.0000	984.0000
535	0.5262	0.5849	0.3637	0.7825	0.0793	0.7415	35.6250	0.1625	3.2463	190.0000	0.2354	811.0000	0.4868	479.0000	984.0000
536	0.5269	0.5739	0.3609	0.7794	0.0785	0.7546	35.8750	0.1467	3.3681	166.0000	0.2193	761.0000	0.4776	470.0000	984.0000
537	0.5270	0.5789	0.3636	0.8094	0.0764	0.7552	35.0000	0.1480	3.2641	172.0000	0.2248	767.0000	0.5041	496.0000	984.0000
538	0.5289	0.5728	0.3488	0.7944	0.0808	0.7594	35.5000	0.1511	3.2259	177.0000	0.2338	761.0000	0.4858	478.0000	984.0000
539	0.5440	0.5717	0.3553	0.7889	0.0828	0.7658	35.8750	0.1491	3.2727	168.0000	0.2228	760.0000	0.4695	462.0000	984.0000
